transaction_id,date,amount,currency,category,counterparty,account,description,type
TXN-10302,2023-07-01,-85.5,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10279,2023-07-01,-23.44,EUR,Transport,Shell,Savings-002,Transport - Shell,expense
TXN-10297,2023-07-01,-36.48,EUR,Entertainment,Cinema,Credit-003,Entertainment - Concert Hall,expense
TXN-10289,2023-07-01,-178.37,EUR,Utilities,Electric Co,Checking-001,Utilities - Water Utility,expense
TXN-10280,2023-07-01,-27.61,EUR,Transport,City Transit,Credit-003,Transport - BP,expense
TXN-10301,2023-07-01,-93.5,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10290,2023-07-02,-84.27,EUR,Subscriptions,Spotify,Checking-001,Subscriptions - Adobe,expense
TXN-10285,2023-07-02,-28.13,EUR,Transport,Shell,Savings-002,Transport - BP,expense
TXN-10284,2023-07-03,-40.15,EUR,Transport,City Transit,Checking-001,Transport - Train Co,expense
TXN-10281,2023-07-03,-33.67,EUR,Transport,Uber,Checking-001,Transport - Train Co,expense
TXN-10271,2023-07-04,-17.8,EUR,Dining,Pizza Place,Checking-001,Dining - Restaurant XYZ,expense
TXN-10304,2023-07-05,-632.02,EUR,Investment,Brokerage Account,Credit-003,Investment - Brokerage Account,expense
TXN-10275,2023-07-05,-45.09,EUR,Dining,Cafe Central,Checking-001,Dining - Pizza Place,expense
TXN-10263,2023-07-05,-51.05,EUR,Groceries,Whole Foods,Credit-003,Groceries - Carrefour,expense
TXN-10292,2023-07-06,-19.0,EUR,Subscriptions,AWS,Credit-003,Subscriptions - Spotify,expense
TXN-10282,2023-07-07,-56.68,EUR,Transport,BP,Savings-002,Transport - City Transit,expense
TXN-10299,2023-07-08,-151.55,EUR,Shopping,IKEA,Credit-003,Shopping - Amazon,expense
TXN-10265,2023-07-10,-79.9,EUR,Groceries,Carrefour,Savings-002,Groceries - Lidl,expense
TXN-10274,2023-07-10,-51.05,EUR,Dining,Pizza Place,Checking-001,Dining - Cafe Central,expense
TXN-10291,2023-07-10,-15.7,EUR,Subscriptions,Netflix,Savings-002,Subscriptions - GitHub,expense
TXN-10288,2023-07-10,-27.9,EUR,Transport,Train Co,Savings-002,Transport - Train Co,expense
TXN-10269,2023-07-11,-96.93,EUR,Groceries,Whole Foods,Savings-002,Groceries - Tesco,expense
TXN-10276,2023-07-12,-45.24,EUR,Transport,Shell,Credit-003,Transport - City Transit,expense
TXN-10283,2023-07-12,-47.66,EUR,Transport,Shell,Credit-003,Transport - Train Co,expense
TXN-10300,2023-07-13,-165.55,EUR,Shopping,MediaMarkt,Checking-001,Shopping - MediaMarkt,expense
TXN-10273,2023-07-14,-13.6,EUR,Dining,Sushi Bar,Credit-003,Dining - Restaurant XYZ,expense
TXN-10267,2023-07-14,-63.19,EUR,Groceries,Tesco,Savings-002,Groceries - Whole Foods,expense
TXN-10260,2023-07-15,1230.32,EUR,Freelance,Client A,Checking-001,Freelance - Toptal,income
TXN-10270,2023-07-16,-58.28,EUR,Dining,Restaurant XYZ,Checking-001,Dining - Sushi Bar,expense
TXN-10286,2023-07-16,-33.96,EUR,Transport,BP,Savings-002,Transport - City Transit,expense
TXN-10293,2023-07-17,-15.92,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - GitHub,expense
TXN-10264,2023-07-18,-95.83,EUR,Groceries,Aldi,Credit-003,Groceries - Carrefour,expense
TXN-10272,2023-07-19,-85.74,EUR,Dining,Pizza Place,Credit-003,Dining - Restaurant XYZ,expense
TXN-10278,2023-07-22,-15.93,EUR,Transport,Uber,Credit-003,Transport - Shell,expense
TXN-10296,2023-07-23,-103.59,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Concert Hall,expense
TXN-10287,2023-07-25,-20.25,EUR,Transport,Shell,Savings-002,Transport - Uber,expense
TXN-10266,2023-07-26,-71.02,EUR,Groceries,Carrefour,Credit-003,Groceries - Tesco,expense
TXN-10277,2023-07-26,-35.72,EUR,Transport,Train Co,Credit-003,Transport - Train Co,expense
TXN-10268,2023-07-27,-56.14,EUR,Groceries,Aldi,Credit-003,Groceries - Lidl,expense
TXN-10298,2023-07-27,-668.58,EUR,Travel,Booking.com,Checking-001,Travel - Hotel Group,expense
TXN-10294,2023-07-28,-95.55,EUR,Healthcare,Pharmacy Plus,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-10295,2023-07-28,-30.71,EUR,Entertainment,Concert Hall,Credit-003,Entertainment - Concert Hall,expense
TXN-10335,2023-08-01,-138.94,EUR,Utilities,Gas Provider,Checking-001,Utilities - Water Utility,expense
TXN-10305,2023-08-01,4866.29,EUR,Salary,Acme Corp Payroll,Checking-001,Salary - TechStart GmbH,income
TXN-10306,2023-08-01,4485.28,EUR,Salary,TechStart GmbH,Credit-003,Salary - TechStart GmbH,income
TXN-10309,2023-08-01,-1400.0,EUR,Rent,City Properties Ltd,Savings-002,Rent - City Properties Ltd,expense
TXN-10345,2023-08-01,-87.04,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10330,2023-08-02,-4.09,EUR,Transport,City Transit,Savings-002,Transport - Train Co,expense
TXN-10308,2023-08-03,514.75,EUR,Freelance,Upwork,Savings-002,Freelance - Client A,income
TXN-10346,2023-08-04,-500.62,EUR,Investment,Brokerage Account,Savings-002,Investment - Brokerage Account,expense
TXN-10319,2023-08-04,-34.71,EUR,Dining,Sushi Bar,Savings-002,Dining - Pizza Place,expense
TXN-10314,2023-08-05,-96.25,EUR,Groceries,Aldi,Checking-001,Groceries - Whole Foods,expense
TXN-10322,2023-08-05,-75.68,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Sushi Bar,expense
TXN-10326,2023-08-05,-11.73,EUR,Transport,Shell,Checking-001,Transport - Train Co,expense
TXN-10329,2023-08-06,-33.99,EUR,Transport,Train Co,Checking-001,Transport - BP,expense
TXN-10325,2023-08-07,-46.23,EUR,Transport,BP,Checking-001,Transport - City Transit,expense
TXN-10341,2023-08-08,-57.78,EUR,Entertainment,Cinema,Credit-003,Entertainment - Streaming Extra,expense
TXN-10339,2023-08-08,-191.96,EUR,Healthcare,Pharmacy Plus,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-10332,2023-08-08,-38.73,EUR,Transport,BP,Checking-001,Transport - Shell,expense
TXN-10331,2023-08-10,-8.67,EUR,Transport,BP,Checking-001,Transport - Train Co,expense
TXN-10342,2023-08-11,-202.77,EUR,Travel,Airline,Checking-001,Travel - Booking.com,expense
TXN-10323,2023-08-11,-15.83,EUR,Transport,Train Co,Checking-001,Transport - BP,expense
TXN-10318,2023-08-14,-81.99,EUR,Groceries,Carrefour,Checking-001,Groceries - Whole Foods,expense
TXN-10338,2023-08-15,-30.92,EUR,Subscriptions,Spotify,Savings-002,Subscriptions - Netflix,expense
TXN-10344,2023-08-15,-120.88,EUR,Shopping,Amazon,Checking-001,Shopping - MediaMarkt,expense
TXN-10343,2023-08-16,-100.16,EUR,Shopping,Zara,Credit-003,Shopping - IKEA,expense
TXN-10336,2023-08-16,-19.71,EUR,Subscriptions,AWS,Checking-001,Subscriptions - AWS,expense
TXN-10324,2023-08-17,-30.02,EUR,Transport,Shell,Savings-002,Transport - City Transit,expense
TXN-10340,2023-08-17,-14.93,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Concert Hall,expense
TXN-10312,2023-08-18,-84.87,EUR,Groceries,Lidl,Savings-002,Groceries - Carrefour,expense
TXN-10321,2023-08-19,-67.49,EUR,Dining,Pizza Place,Savings-002,Dining - Sushi Bar,expense
TXN-10317,2023-08-20,-88.56,EUR,Groceries,Whole Foods,Savings-002,Groceries - Aldi,expense
TXN-10313,2023-08-21,-83.83,EUR,Groceries,Carrefour,Savings-002,Groceries - Carrefour,expense
TXN-10333,2023-08-22,-20.43,EUR,Transport,BP,Savings-002,Transport - Shell,expense
TXN-10315,2023-08-23,-69.43,EUR,Groceries,Tesco,Checking-001,Groceries - Tesco,expense
TXN-10316,2023-08-23,-111.69,EUR,Groceries,Aldi,Credit-003,Groceries - Carrefour,expense
TXN-10320,2023-08-24,-30.77,EUR,Dining,Cafe Central,Savings-002,Dining - Restaurant XYZ,expense
TXN-10327,2023-08-25,-33.26,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-10334,2023-08-25,-25.32,EUR,Transport,Train Co,Savings-002,Transport - City Transit,expense
TXN-10328,2023-08-25,-17.31,EUR,Transport,Train Co,Savings-002,Transport - City Transit,expense
TXN-10307,2023-08-28,1087.11,EUR,Freelance,Upwork,Checking-001,Freelance - Toptal,income
TXN-10337,2023-08-28,-33.79,EUR,Subscriptions,Netflix,Checking-001,Subscriptions - Adobe,expense
TXN-10347,2023-09-01,4580.62,EUR,Salary,TechStart GmbH,Credit-003,Salary - TechStart GmbH,income
TXN-10349,2023-09-01,-1400.0,EUR,Rent,City Properties Ltd,Credit-003,Rent - City Properties Ltd,expense
TXN-10350,2023-09-01,-75.84,EUR,Groceries,Tesco,Credit-003,Groceries - Aldi,expense
TXN-10374,2023-09-01,-225.46,EUR,Utilities,Electric Co,Credit-003,Utilities - Electric Co,expense
TXN-10385,2023-09-01,-95.48,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10348,2023-09-03,1150.84,EUR,Freelance,Toptal,Credit-003,Freelance - Client A,income
TXN-10352,2023-09-03,-97.85,EUR,Groceries,Carrefour,Credit-003,Groceries - Carrefour,expense
TXN-10373,2023-09-03,-43.64,EUR,Transport,Shell,Savings-002,Transport - BP,expense
TXN-10356,2023-09-05,-109.64,EUR,Groceries,Carrefour,Savings-002,Groceries - Tesco,expense
TXN-10351,2023-09-06,-108.5,EUR,Groceries,Lidl,Credit-003,Groceries - Whole Foods,expense
TXN-10381,2023-09-06,-88.67,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Streaming Extra,expense
TXN-10359,2023-09-07,-60.86,EUR,Dining,Cafe Central,Checking-001,Dining - Pizza Place,expense
TXN-10377,2023-09-08,-26.25,EUR,Subscriptions,Netflix,Credit-003,Subscriptions - Spotify,expense
TXN-10370,2023-09-09,-25.79,EUR,Transport,Uber,Checking-001,Transport - BP,expense
TXN-10368,2023-09-10,-36.68,EUR,Transport,BP,Checking-001,Transport - BP,expense
TXN-10383,2023-09-10,-174.27,EUR,Shopping,Zara,Credit-003,Shopping - Zara,expense
TXN-10360,2023-09-10,-47.14,EUR,Dining,Sushi Bar,Savings-002,Dining - Restaurant XYZ,expense
TXN-10367,2023-09-11,-31.79,EUR,Transport,Shell,Credit-003,Transport - Shell,expense
TXN-10386,2023-09-12,-577.32,EUR,Investment,Crypto Exchange,Savings-002,Investment - Brokerage Account,expense
TXN-10369,2023-09-12,-38.31,EUR,Transport,Shell,Credit-003,Transport - BP,expense
TXN-10355,2023-09-12,-61.12,EUR,Groceries,Lidl,Credit-003,Groceries - Whole Foods,expense
TXN-10371,2023-09-12,-23.64,EUR,Transport,City Transit,Checking-001,Transport - City Transit,expense
TXN-10354,2023-09-12,-86.57,EUR,Groceries,Lidl,Savings-002,Groceries - Lidl,expense
TXN-10375,2023-09-12,-18.17,EUR,Subscriptions,Netflix,Credit-003,Subscriptions - Spotify,expense
TXN-10363,2023-09-13,-52.97,EUR,Transport,BP,Savings-002,Transport - City Transit,expense
TXN-10364,2023-09-16,-5.53,EUR,Transport,Shell,Credit-003,Transport - Shell,expense
TXN-10380,2023-09-16,-63.84,EUR,Entertainment,Cinema,Checking-001,Entertainment - Concert Hall,expense
TXN-10378,2023-09-16,-22.12,EUR,Subscriptions,AWS,Checking-001,Subscriptions - Adobe,expense
TXN-10376,2023-09-17,-16.78,EUR,Subscriptions,Adobe,Credit-003,Subscriptions - Adobe,expense
TXN-10353,2023-09-18,-111.48,EUR,Groceries,Aldi,Checking-001,Groceries - Aldi,expense
TXN-10366,2023-09-20,-45.5,EUR,Transport,City Transit,Credit-003,Transport - Shell,expense
TXN-10357,2023-09-22,-34.92,EUR,Dining,Sushi Bar,Credit-003,Dining - Cafe Central,expense
TXN-10379,2023-09-25,-74.44,EUR,Healthcare,Pharmacy Plus,Checking-001,Healthcare - Dental Care,expense
TXN-10361,2023-09-25,-65.7,EUR,Dining,Pizza Place,Savings-002,Dining - Restaurant XYZ,expense
TXN-10365,2023-09-26,-34.47,EUR,Transport,BP,Checking-001,Transport - BP,expense
TXN-10384,2023-09-26,-131.21,EUR,Shopping,Zara,Checking-001,Shopping - Zara,expense
TXN-10358,2023-09-26,-55.61,EUR,Dining,Sushi Bar,Checking-001,Dining - Pizza Place,expense
TXN-10362,2023-09-28,-56.07,EUR,Dining,Pizza Place,Checking-001,Dining - Pizza Place,expense
TXN-10382,2023-09-28,-471.58,EUR,Travel,Booking.com,Credit-003,Travel - Airbnb,expense
TXN-10372,2023-09-28,-42.96,EUR,Transport,BP,Checking-001,Transport - City Transit,expense
TXN-10414,2023-10-01,-447.9,EUR,Utilities,Electric Co,Savings-002,Utilities - Gas Provider,expense
TXN-10390,2023-10-01,-1400.0,EUR,Rent,City Properties Ltd,Savings-002,Rent - City Properties Ltd,expense
TXN-10423,2023-10-01,-98.07,EUR,Insurance,SafeLife Insurance,Credit-003,Insurance - SafeLife Insurance,expense
TXN-10387,2023-10-01,4429.84,EUR,Salary,Acme Corp Payroll,Checking-001,Salary - TechStart GmbH,income
TXN-10388,2023-10-01,4498.41,EUR,Salary,TechStart GmbH,Credit-003,Salary - TechStart GmbH,income
TXN-10421,2023-10-02,-620.73,EUR,Travel,Booking.com,Savings-002,Travel - Hotel Group,expense
TXN-10399,2023-10-02,-42.45,EUR,Dining,Pizza Place,Credit-003,Dining - Cafe Central,expense
TXN-10411,2023-10-03,-36.27,EUR,Transport,Train Co,Savings-002,Transport - City Transit,expense
TXN-10393,2023-10-05,-101.71,EUR,Groceries,Tesco,Savings-002,Groceries - Tesco,expense
TXN-10407,2023-10-05,-43.18,EUR,Transport,Shell,Savings-002,Transport - Train Co,expense
TXN-10412,2023-10-07,-31.44,EUR,Transport,Uber,Checking-001,Transport - Shell,expense
TXN-10406,2023-10-08,-47.43,EUR,Transport,Shell,Savings-002,Transport - City Transit,expense
TXN-10395,2023-10-09,-117.74,EUR,Groceries,Carrefour,Savings-002,Groceries - Tesco,expense
TXN-10402,2023-10-10,-54.16,EUR,Dining,Restaurant XYZ,Checking-001,Dining - Sushi Bar,expense
TXN-10419,2023-10-11,-42.88,EUR,Entertainment,Concert Hall,Checking-001,Entertainment - Cinema,expense
TXN-10394,2023-10-12,-50.11,EUR,Groceries,Carrefour,Savings-002,Groceries - Lidl,expense
TXN-10417,2023-10-13,-21.24,EUR,Subscriptions,AWS,Savings-002,Subscriptions - AWS,expense
TXN-10415,2023-10-13,-29.89,EUR,Subscriptions,GitHub,Checking-001,Subscriptions - AWS,expense
TXN-10408,2023-10-14,-72.54,EUR,Transport,City Transit,Savings-002,Transport - Train Co,expense
TXN-10392,2023-10-14,-94.7,EUR,Groceries,Lidl,Checking-001,Groceries - Carrefour,expense
TXN-10403,2023-10-15,-44.39,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-10410,2023-10-15,-29.15,EUR,Transport,Shell,Savings-002,Transport - Uber,expense
TXN-10413,2023-10-16,-30.9,EUR,Transport,BP,Savings-002,Transport - Train Co,expense
TXN-10424,2023-10-17,-506.61,EUR,Investment,Crypto Exchange,Credit-003,Investment - Crypto Exchange,expense
TXN-10422,2023-10-17,-147.52,EUR,Shopping,MediaMarkt,Checking-001,Shopping - IKEA,expense
TXN-10416,2023-10-18,-24.5,EUR,Subscriptions,AWS,Savings-002,Subscriptions - Netflix,expense
TXN-10397,2023-10-19,-26.17,EUR,Dining,Cafe Central,Checking-001,Dining - Pizza Place,expense
TXN-10420,2023-10-20,-82.9,EUR,Entertainment,Streaming Extra,Checking-001,Entertainment - Cinema,expense
TXN-10401,2023-10-21,-49.77,EUR,Dining,Sushi Bar,Checking-001,Dining - Sushi Bar,expense
TXN-10396,2023-10-21,-132.84,EUR,Groceries,Carrefour,Checking-001,Groceries - Carrefour,expense
TXN-10418,2023-10-22,-123.13,EUR,Healthcare,City Clinic,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-10409,2023-10-24,-24.73,EUR,Transport,City Transit,Savings-002,Transport - Train Co,expense
TXN-10405,2023-10-25,-41.2,EUR,Transport,Train Co,Checking-001,Transport - Shell,expense
TXN-10389,2023-10-25,1791.98,EUR,Freelance,Client A,Checking-001,Freelance - Upwork,income
TXN-10400,2023-10-25,-52.23,EUR,Dining,Restaurant XYZ,Savings-002,Dining - Pizza Place,expense
TXN-10398,2023-10-27,-44.45,EUR,Dining,Restaurant XYZ,Checking-001,Dining - Restaurant XYZ,expense
TXN-10391,2023-10-27,-45.45,EUR,Groceries,Carrefour,Checking-001,Groceries - Tesco,expense
TXN-10404,2023-10-28,-40.73,EUR,Transport,Shell,Savings-002,Transport - City Transit,expense
TXN-10456,2023-11-01,-187.18,EUR,Utilities,Electric Co,Credit-003,Utilities - Water Utility,expense
TXN-10448,2023-11-01,-16.98,EUR,Transport,City Transit,Savings-002,Transport - BP,expense
TXN-10466,2023-11-01,-105.91,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10425,2023-11-01,4257.8,EUR,Salary,Acme Corp Payroll,Savings-002,Salary - TechStart GmbH,income
TXN-10427,2023-11-01,-1400.0,EUR,Rent,City Properties Ltd,Credit-003,Rent - City Properties Ltd,expense
TXN-10442,2023-11-03,-29.08,EUR,Transport,BP,Credit-003,Transport - Shell,expense
TXN-10429,2023-11-06,-104.92,EUR,Groceries,Carrefour,Savings-002,Groceries - Tesco,expense
TXN-10453,2023-11-06,-40.27,EUR,Transport,Shell,Checking-001,Transport - Uber,expense
TXN-10431,2023-11-07,-90.08,EUR,Groceries,Whole Foods,Savings-002,Groceries - Tesco,expense
TXN-10467,2023-11-08,-581.7,EUR,Investment,Crypto Exchange,Checking-001,Investment - Crypto Exchange,expense
TXN-10451,2023-11-08,-50.12,EUR,Transport,Uber,Checking-001,Transport - BP,expense
TXN-10446,2023-11-08,-21.93,EUR,Transport,Uber,Checking-001,Transport - BP,expense
TXN-10463,2023-11-08,-410.06,EUR,Travel,Booking.com,Savings-002,Travel - Booking.com,expense
TXN-10437,2023-11-08,-39.91,EUR,Dining,Pizza Place,Checking-001,Dining - Pizza Place,expense
TXN-10454,2023-11-10,-34.72,EUR,Transport,Uber,Savings-002,Transport - Shell,expense
TXN-10439,2023-11-11,-53.24,EUR,Dining,Pizza Place,Savings-002,Dining - Restaurant XYZ,expense
TXN-10436,2023-11-11,-55.81,EUR,Groceries,Whole Foods,Credit-003,Groceries - Aldi,expense
TXN-10462,2023-11-11,-86.24,EUR,Entertainment,Cinema,Savings-002,Entertainment - Concert Hall,expense
TXN-10447,2023-11-11,-39.89,EUR,Transport,Uber,Credit-003,Transport - City Transit,expense
TXN-10461,2023-11-13,-42.93,EUR,Entertainment,Cinema,Checking-001,Entertainment - Concert Hall,expense
TXN-10432,2023-11-14,-75.72,EUR,Groceries,Aldi,Credit-003,Groceries - Carrefour,expense
TXN-10455,2023-11-15,-9.85,EUR,Transport,Train Co,Credit-003,Transport - BP,expense
TXN-10465,2023-11-15,-115.08,EUR,Shopping,IKEA,Credit-003,Shopping - MediaMarkt,expense
TXN-10449,2023-11-16,-41.12,EUR,Transport,Shell,Savings-002,Transport - Shell,expense
TXN-10433,2023-11-16,-100.1,EUR,Groceries,Lidl,Credit-003,Groceries - Tesco,expense
TXN-10434,2023-11-17,-82.84,EUR,Groceries,Whole Foods,Credit-003,Groceries - Aldi,expense
TXN-10435,2023-11-17,-88.89,EUR,Groceries,Tesco,Savings-002,Groceries - Carrefour,expense
TXN-10444,2023-11-18,-30.65,EUR,Transport,City Transit,Checking-001,Transport - Train Co,expense
TXN-10464,2023-11-19,-236.23,EUR,Shopping,Zara,Checking-001,Shopping - Amazon,expense
TXN-10440,2023-11-19,-54.75,EUR,Dining,Sushi Bar,Savings-002,Dining - Pizza Place,expense
TXN-10450,2023-11-21,-65.57,EUR,Transport,Uber,Credit-003,Transport - Train Co,expense
TXN-10458,2023-11-21,-20.54,EUR,Subscriptions,Spotify,Checking-001,Subscriptions - Adobe,expense
TXN-10426,2023-11-22,959.21,EUR,Freelance,Toptal,Credit-003,Freelance - Upwork,income
TXN-10445,2023-11-24,-3.87,EUR,Transport,City Transit,Checking-001,Transport - Train Co,expense
TXN-10443,2023-11-24,-41.31,EUR,Transport,City Transit,Credit-003,Transport - Shell,expense
TXN-10441,2023-11-25,-53.65,EUR,Dining,Pizza Place,Checking-001,Dining - Pizza Place,expense
TXN-10438,2023-11-25,-38.25,EUR,Dining,Cafe Central,Credit-003,Dining - Sushi Bar,expense
TXN-10457,2023-11-26,-20.88,EUR,Subscriptions,Spotify,Credit-003,Subscriptions - GitHub,expense
TXN-10459,2023-11-26,-24.52,EUR,Subscriptions,Spotify,Checking-001,Subscriptions - AWS,expense
TXN-10452,2023-11-27,-63.06,EUR,Transport,Uber,Savings-002,Transport - BP,expense
TXN-10430,2023-11-27,-70.57,EUR,Groceries,Lidl,Credit-003,Groceries - Lidl,expense
TXN-10460,2023-11-28,-81.74,EUR,Healthcare,Pharmacy Plus,Savings-002,Healthcare - Dental Care,expense
TXN-10468,2023-12-01,4757.39,EUR,Salary,TechStart GmbH,Savings-002,Salary - TechStart GmbH,income
TXN-10469,2023-12-01,4411.07,EUR,Salary,Acme Corp Payroll,Checking-001,Salary - Acme Corp Payroll,income
TXN-10470,2023-12-01,4414.52,EUR,Salary,TechStart GmbH,Checking-001,Salary - Acme Corp Payroll,income
TXN-10497,2023-12-01,-164.28,EUR,Utilities,Gas Provider,Savings-002,Utilities - Electric Co,expense
TXN-10472,2023-12-01,-1400.0,EUR,Rent,City Properties Ltd,Checking-001,Rent - City Properties Ltd,expense
TXN-10508,2023-12-01,-97.31,EUR,Insurance,SafeLife Insurance,Savings-002,Insurance - SafeLife Insurance,expense
TXN-10486,2023-12-02,-40.66,EUR,Dining,Sushi Bar,Credit-003,Dining - Restaurant XYZ,expense
TXN-10475,2023-12-02,-97.82,EUR,Groceries,Whole Foods,Credit-003,Groceries - Lidl,expense
TXN-10471,2023-12-02,978.94,EUR,Freelance,Client B,Credit-003,Freelance - Client B,income
TXN-10487,2023-12-03,-28.37,EUR,Transport,Uber,Savings-002,Transport - Train Co,expense
TXN-10500,2023-12-05,-20.74,EUR,Subscriptions,Adobe,Checking-001,Subscriptions - Adobe,expense
TXN-10492,2023-12-05,-32.24,EUR,Transport,Train Co,Checking-001,Transport - BP,expense
TXN-10490,2023-12-05,-55.12,EUR,Transport,Shell,Checking-001,Transport - Train Co,expense
TXN-10479,2023-12-10,-143.12,EUR,Groceries,Tesco,Credit-003,Groceries - Aldi,expense
TXN-10498,2023-12-10,-19.65,EUR,Subscriptions,Spotify,Savings-002,Subscriptions - Netflix,expense
TXN-10493,2023-12-10,-33.5,EUR,Transport,Train Co,Credit-003,Transport - City Transit,expense
TXN-10491,2023-12-11,-6.7,EUR,Transport,Shell,Checking-001,Transport - Shell,expense
TXN-10480,2023-12-12,-80.49,EUR,Groceries,Aldi,Savings-002,Groceries - Aldi,expense
TXN-10495,2023-12-12,-23.28,EUR,Transport,BP,Credit-003,Transport - Shell,expense
TXN-10485,2023-12-12,-33.19,EUR,Dining,Cafe Central,Credit-003,Dining - Restaurant XYZ,expense
TXN-10509,2023-12-12,-430.38,EUR,Investment,Crypto Exchange,Savings-002,Investment - Brokerage Account,expense
TXN-10507,2023-12-13,-136.36,EUR,Shopping,MediaMarkt,Savings-002,Shopping - IKEA,expense
TXN-10476,2023-12-13,-80.74,EUR,Groceries,Lidl,Credit-003,Groceries - Tesco,expense
TXN-10489,2023-12-13,-52.1,EUR,Transport,Train Co,Checking-001,Transport - Uber,expense
TXN-10481,2023-12-13,-18.91,EUR,Groceries,Carrefour,Checking-001,Groceries - Whole Foods,expense
TXN-10474,2023-12-15,-111.46,EUR,Groceries,Aldi,Savings-002,Groceries - Carrefour,expense
TXN-10484,2023-12-18,-9.36,EUR,Dining,Cafe Central,Checking-001,Dining - Sushi Bar,expense
TXN-10482,2023-12-18,-49.06,EUR,Dining,Cafe Central,Credit-003,Dining - Cafe Central,expense
TXN-10499,2023-12-18,-27.91,EUR,Subscriptions,GitHub,Credit-003,Subscriptions - AWS,expense
TXN-10478,2023-12-18,-107.27,EUR,Groceries,Lidl,Savings-002,Groceries - Lidl,expense
TXN-10502,2023-12-18,-26.49,EUR,Healthcare,City Clinic,Checking-001,Healthcare - Pharmacy Plus,expense
TXN-10477,2023-12-19,-64.11,EUR,Groceries,Aldi,Savings-002,Groceries - Lidl,expense
TXN-10503,2023-12-20,-84.55,EUR,Entertainment,Cinema,Checking-001,Entertainment - Streaming Extra,expense
TXN-10494,2023-12-21,-36.35,EUR,Transport,Train Co,Savings-002,Transport - Uber,expense
TXN-10501,2023-12-21,-36.6,EUR,Subscriptions,GitHub,Savings-002,Subscriptions - Netflix,expense
TXN-10488,2023-12-22,-31.25,EUR,Transport,Uber,Checking-001,Transport - Uber,expense
TXN-10496,2023-12-23,-3.08,EUR,Transport,City Transit,Savings-002,Transport - BP,expense
TXN-10506,2023-12-24,-134.74,EUR,Shopping,IKEA,Checking-001,Shopping - Zara,expense
TXN-10504,2023-12-24,-105.08,EUR,Entertainment,Cinema,Savings-002,Entertainment - Cinema,expense
TXN-10483,2023-12-27,-112.16,EUR,Dining,Pizza Place,Savings-002,Dining - Sushi Bar,expense
TXN-10505,2023-12-28,-389.11,EUR,Travel,Booking.com,Checking-001,Travel - Airline,expense
TXN-10522,2024-01-01,-67.96,EUR,Dining,Pizza Place,Checking-001,Dining - Sushi Bar,expense
TXN-10536,2024-01-01,-151.93,EUR,Utilities,Gas Provider,Checking-001,Utilities - Gas Provider,expense
TXN-10540,2024-01-01,-27.62,EUR,Subscriptions,GitHub,Savings-002,Subscriptions - Spotify,expense
TXN-10547,2024-01-01,-88.84,EUR,Insurance,SafeLife Insurance,Checking-001,Insurance - SafeLife Insurance,expense
TXN-10512,2024-01-01,-1400.0,EUR,Rent,City Properties Ltd,Savings-002,Rent - City Properties Ltd,expense
TXN-10510,2024-01-01,4296.56,EUR,Salary,TechStart GmbH,Savings-002,Salary - Acme Corp Payroll,income
TXN-10532,2024-01-02,-22.5,EUR,Transport,Shell,Credit-003,Transport - Train Co,expense
TXN-10548,2024-01-03,-666.98,EUR,Investment,Brokerage Account,Credit-003,Investment - Crypto Exchange,expense
TXN-10535,2024-01-06,-36.04,EUR,Transport,Train Co,Savings-002,Transport - Train Co,expense
TXN-10513,2024-01-07,-81.04,EUR,Groceries,Aldi,Credit-003,Groceries - Tesco,expense
TXN-10531,2024-01-08,-27.08,EUR,Transport,Train Co,Savings-002,Transport - Shell,expense
TXN-10524,2024-01-08,-66.18,EUR,Transport,Train Co,Savings-002,Transport - Shell,expense
TXN-10525,2024-01-09,-53.61,EUR,Transport,Uber,Savings-002,Transport - BP,expense
TXN-10545,2024-01-11,-283.36,EUR,Travel,Airbnb,Checking-001,Travel - Booking.com,expense
TXN-10541,2024-01-12,-65.53,EUR,Healthcare,Pharmacy Plus,Savings-002,Healthcare - City Clinic,expense
TXN-10511,2024-01-12,1406.67,EUR,Freelance,Client A,Credit-003,Freelance - Client B,income
TXN-10528,2024-01-13,-30.65,EUR,Transport,BP,Checking-001,Transport - Uber,expense
TXN-10538,2024-01-14,-21.39,EUR,Subscriptions,Netflix,Savings-002,Subscriptions - AWS,expense
TXN-10526,2024-01-15,-52.66,EUR,Transport,City Transit,Savings-002,Transport - Uber,expense
